date,node,hour,cargo_type,cargo_ton,cargo_cars
2025-04-06,서화성,0,blackmass,0.0,0.0
2025-04-06,서화성,0,pack_ess,0.0,0.0
2025-04-06,서화성,0,pack_ev,0.0,0.0
2025-04-06,서화성,1,blackmass,0.0,0.0
2025-04-06,서화성,1,pack_ess,0.0,0.0
2025-04-06,서화성,1,pack_ev,0.0,0.0
2025-04-06,서화성,2,blackmass,0.0,0.0
2025-04-06,서화성,2,pack_ess,0.0,0.0
2025-04-06,서화성,2,pack_ev,0.0,0.0
2025-04-06,서화성,3,blackmass,0.0,0.0
2025-04-06,서화성,3,pack_ess,0.0,0.0
2025-04-06,서화성,3,pack_ev,0.0,0.0
2025-04-06,서화성,4,blackmass,0.0,0.0
2025-04-06,서화성,4,pack_ess,0.0,0.0
2025-04-06,서화성,4,pack_ev,0.0,0.0
2025-04-06,서화성,5,blackmass,0.0,0.0
2025-04-06,서화성,5,pack_ess,0.0,0.0
2025-04-06,서화성,5,pack_ev,0.0,0.0
2025-04-06,서화성,6,blackmass,0.0,0.0
2025-04-06,서화성,6,pack_ess,0.0,0.0
2025-04-06,서화성,6,pack_ev,0.0,0.0
2025-04-06,서화성,7,blackmass,0.0,0.0
2025-04-06,서화성,7,pack_ess,0.0,0.0
2025-04-06,서화성,7,pack_ev,0.0,0.0
2025-04-06,서화성,8,blackmass,0.0,0.0
2025-04-06,서화성,8,pack_ess,0.0,0.0
2025-04-06,서화성,8,pack_ev,0.0,0.0
2025-04-06,서화성,9,blackmass,0.0,0.0
2025-04-06,서화성,9,pack_ess,0.0,0.0
2025-04-06,서화성,9,pack_ev,0.0,0.0
2025-04-06,서화성,10,blackmass,1.222,0.0244
2025-04-06,서화성,10,pack_ess,0.0032,0.00011
2025-04-06,서화성,10,pack_ev,4.582,0.1527
2025-04-06,서화성,11,blackmass,1.222,0.0244
2025-04-06,서화성,11,pack_ess,0.0032,0.00011
2025-04-06,서화성,11,pack_ev,4.582,0.1527
2025-04-06,서화성,12,blackmass,1.222,0.0244
2025-04-06,서화성,12,pack_ess,0.0032,0.00011
2025-04-06,서화성,12,pack_ev,4.582,0.1527
2025-04-06,서화성,13,blackmass,1.222,0.0244
